reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-ATG,80140E,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-12-09,10156,2020,M/S CELESTIAL AVIATION TRADING 36 LIMITED,M/S CELESTIAL AVIATION TRADING 36 LIMITED
VT-ATH,801435,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-04-30,10415,2021,CELESTIAL AVIATION TRADING 14 LIMITED,CELESTIAL AVIATION TRADING 14 LIMITED
VT-ATJ,801444,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-ATV,800CE8,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2026-08-31,2018-10-31,2018-08-31,8326,2018,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED,WILMINGTON TRUST SP SERVICES DUBLIN LIMITED
VT-AUS,80152B,Kyathi Climate Modification Consultants,Kyathi Climate Modification Consultants LLP,non-scheduled,#04/2020,2030-12-27,Agusta A109E,A109,Leonardo,Leonardo AW109,RW,5,5,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-09-29,11658,2006,KYATHI CLIMATE MODIFICATION CONSULTANTS LLP,
VT-AUV,800B57,SkyJets International,SkyJets International Pvt. Ltd.,non-scheduled,#05/2015,2029-07-02,BOMBARDIER CL-600-2B16 (604 VARIANT),CL60,Bombardier,Bombardier Challenger 600 series,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2015-09-01,2018-06-29,5706,2006,M/S FLY BY WIRE INTERNATIONAL PVT LTD,-
VT-AVL,,Aryan Aviation,Aryan Aviation Pvt. Ltd.,non-scheduled,#13/2009,2029-04-07,STEMME S6RT,S6,Stemme,Stemme S6,FW,2,2,passenger,ns-oper.pdf,2026-08-31,2017-03-07,,,,,
VT-AVM,,Aryan Aviation,Aryan Aviation Pvt. Ltd.,non-scheduled,#13/2009,2029-04-07,STEMME S6RT,S6,Stemme,Stemme S6,FW,2,2,passenger,ns-oper.pdf,2026-08-31,2017-03-07,,,,,
VT-AVS,8005E7,Kelachandra Logistics,Kelachandra Logistics Pvt. Ltd.,non-scheduled,#04/2019,2029-06-13,EMBRAER EMB-500 (Phenom100),E50P,Embraer,Embraer Phenom 100,FW,4,4,passenger,ns-oper.pdf,2026-08-31,2011-09-30,2011-07-26,,,M/S INNOVALE INVESTMENTS Pte LTD,M/S INNOVALE INVESTMENTS Pte LTD
VT-AWA,8017F7,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2026-08-31,2026-05-31,,,,,
VT-AWB,801859,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2026-08-31,2026-05-31,,,,,
VT-AWC,80189D,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2026-08-31,2026-08-31,,,,,
VT-AXI,800396,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-05-10,2018-12-11,36324,2006,M/S AIR INDIA EXPRESS LIMITED,-
VT-AXJ,8003B0,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-05-10,2018-11-14,36325,2006,M/S AIR INDIA EXPRESS LIMITED,-
VT-AXM,8003B1,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-05-10,,,,,
VT-AXN,8003B2,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-05-10,2018-12-12,36327,2007,M/S AIR INDIA EXPRESS LIMITED,-
VT-AXP,8003B3,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-05-10,,,,,
VT-AXQ,8003F0,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-09-26,,,,,
VT-AXR,8003F1,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-09-26,,,,,
VT-AXT,8003F2,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-09-26,,,,,
VT-AXU,8003F3,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2007-11-13,,,,,
VT-AXW,800448,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2009-01-20,2017-10-27,36334,2008,FOUR LIONS AIRCRAFT LLC,ULSTER AVIATION LEASING LTD
VT-AXX,800449,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2009-01-20,2017-10-26,36335,2008,FOUR LIONS AIRCRAFT LLC,ULSTER AVIATION LEASING LTD
VT-AXZ,80044A,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2009-04-30,2017-10-26,36336,2009,Four Lions Aircraft LLC,ULSTER AVIATION LEASING LTD
VT-AYA,80044B,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2009-04-30,2017-10-26,36337,2009,M/S Four Lions Aircraft LLC,M/S ULSTER AVIATION LEASING LTD
VT-AYB,80044C,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2010-06-30,2017-10-26,36338,2009,M/S KAI TING AIRCRAFT LLC,M/S MUNSER AVIATION LEASING LTD
VT-AYC,80044D,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2010-06-30,2017-10-27,36339,2009,M/S KAI TING AIRCRAFT LLC,M/S MUNSTER AVIATION LEASING LTD
VT-AYD,80044E,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2010-06-30,2017-10-26,36340,2009,M/S KAI TING AIRCRAFT LLC,M/S MUNSTER AVIATION LEASING LTD
VT-AYV,8005CF,Bajaj Aviation,Bajaj Aviation Pvt. Ltd.,non-scheduled,#14/2012,2028-12-10,FALCON 2000LX,F2TH,Dassault,Dassault Falcon 2000,FW,10,10,passenger,ns-oper.pdf,2026-08-31,2010-06-30,2015-10-07,153,2008,BAJAJ HINDUSTHAN SUGAR LIMITED,BAJAJ HINDUSTHAN SUGAR LIMITED
VT-AZS,,Global Vectra Helicorp,Global Vectra Helicorp Limited,non-scheduled,#08/1998,2028-04-28,BELL 412 EP,B412,Bell,Bell 412,RW,13,13,passenger,ns-oper.pdf,2026-08-31,2007-05-14,2017-12-27,36416,2006,GLOBAL VECTRA HELICORP LTD,GLOBAL VECTRA HELICORP LTD
VT-BAF,800542,VSR Ventures,VSR Ventures Pvt. Ltd.,non-scheduled,#07/2014,2028-04-20,BEECHCRAFT KING AIR B200,BE20,Beechcraft,Beechcraft King Air 200,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2010-06-30,2016-04-05,BB 1939,2006,BALAJI STUDIES CONSULTANTS PVT LTD,BALAJI STUDIES CONSULTANTS PVT LTD
VT-BAS,800612,VSR Ventures,VSR Ventures Pvt. Ltd.,non-scheduled,#07/2014,2028-04-20,SKA B200,BE20,Beechcraft,Beechcraft King Air 200,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2013-05-02,2010-10-27,,,,
VT-BAZ,80154E,Quikjet Cargo,Quikjet Cargo Airlines Pvt. Ltd.,scheduled,S-34,2027-12-11,B737-800 (Freighter),B738,Boeing,Boeing 737-800,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2023-01-31,2022-12-12,28382,1999,Bryant Park Aviation 1 Limited,ASL AVIATION HOLDINGS DAC
VT-BBD,,Forum I Aviation,Forum I Aviation Pvt. Ltd.,non-scheduled,#01/2006,2029-03-20,CHALLENGER 650 CL-600-2B16,CL60,Bombardier,Bombardier Challenger 600 series,FW,10,10,passenger,ns-oper.pdf,2026-08-31,2026-08-31,,,,,
VT-BBN,80185B,Avocet Aviation,Avocet Aviation Pvt. Ltd.,non-scheduled,#10/2023,2028-11-01,Beechcraft Premier1A-390,PRM1,Hawker Beechcraft,Beechcraft Premier I,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-11-26,RB-238,2008,AVOCET AVIATION PRIVATE LIMITED,-
VT-BDA,800B45,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B757-200F,B752,Boeing,Boeing 757,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2016-02-10,2014-10-20,28718,1997,DHL AVIATION NETHERLANDS BV,DHL AVIATION NETHERLANDS BV
VT-BDB,800BA9,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B757-200F,B752,Boeing,Boeing 757,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2017-03-07,2016-03-21,27974,1996,DHL AVIATION NETHERLANDS BV,DHL AVIATION NETHERLANDS BV
VT-BDC,80156E,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B737-800 Freighter,B738,Boeing,Boeing 737-800,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2023-06-15,2023-03-31,30474,2000,BLUE DART AVIATION LIMITED,
VT-BDD,801570,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B737-800 Freighter,B738,Boeing,Boeing 737-800,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2023-06-15,2023-03-29,30475,2000,BLUe DART AVIATION LIMITED,
VT-BDM,800446,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B757-200F,B752,Boeing,Boeing 757,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2007-11-13,2010-10-26,,,M/s DHL AVIATION ( NETHERLANDS) BV,M/s DHL AVIATION ( NETHERLANDS) BV
VT-BDN,8004FB,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B757-200F,B752,Boeing,Boeing 757,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2009-01-20,2015-07-08,25898,1992,M/S DHL AVIATION NETHERLANDS BV,M/S DHL AVIATION NETHERLANDS BV
VT-BDO,800728,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B757-200F,B752,Boeing,Boeing 757,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2013-05-02,2012-07-12,,,M/S DHL AVIATION (NETHERLANDS) BV,M/S DHL AVIATION (NETHERLANDS) BV
VT-BDQ,800B05,Blue Dart Aviation,Blue Dart Aviation Ltd.,scheduled,S-13,2027-12-30,B757-200F,B752,Boeing,Boeing 757,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2014-06-12,2014-01-30,26276,1996,DHL AVIATION NETHERLANDS BV,DHL AVIATION NETHERLANDS BV
VT-BGM,,Shivan Aadithya Air Services,Shivan Aadithya Air Services Pvt. Ltd.,non-scheduled,#05/2022,2027-07-20,A109S,A109,Leonardo,Leonardo AW109,RW,7,7,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-09-08,22079,2008,SHIVAN AADITHYA AIR SERVICES PRIVATE LIMITED,-
VT-BHH,8014D4,Hyderabad Airlines,Hyderabad Airlines Pvt. Ltd.,non-scheduled,#14/2022,2027-12-12,EC 135P3H,EC35,Airbus Helicopters,Airbus H135,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-09-09,2174,2022,HYDERABAD AIRLINES PRIVATE LIMITED,
VT-BIG,,E-Factor Adventure Tourism (P),E-Factor Adventure Tourism (P) Ltd.,non-scheduled,#1/2008,2029-01-01,T210 ULTRAMAGIC (HOT AIR BALLOON),BALL,Hot air balloon,Hot air balloon,B,9,9,passenger,ns-oper.pdf,2026-08-31,2009-04-30,,,,,
VT-BIP,800664,Kairamya Aviation,Kairamya Aviation Pvt. Ltd.,non-scheduled,#19/2025,2029-11-24,CITATION 525A,C25B,Cessna,Cessna Citation CJ series,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2013-05-02,2012-03-19,,,,
VT-BKA,,Aryan Aviation,Aryan Aviation Pvt. Ltd.,non-scheduled,#13/2009,2029-04-07,BELL 407,B407,Bell,Bell 407,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2009-04-30,2012-11-29,,,,
VT-BKJ,,Himalayan Heli Services,Himalayan Heli Services Ltd.,non-scheduled,#01/2002,2029-01-17,AS 350 B3,AS50,Airbus Helicopters,Airbus H125 (AS350),RW,6,6,passenger,ns-oper.pdf,2026-08-31,2017-03-07,2016-10-05,8287,2016,HIMALAYAN HELI SERVICES PRIVATE LIMITED,-
VT-BKK,800D8B,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-05-14,4314,2010,"Celestial Aviation Trading 8 Limited Shannon, County Clair, Ireland",Same As Owner
VT-BMS,80175D,Indo Pacific Aviation,Indo Pacific Aviation Pvt. Ltd.,non-scheduled,#03/1997,2028-10-14,CESSNA T206H,C206,Cessna,Cessna 206 Stationair,FW,,Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2026-05-31,2025-01-24,T2060846 2,2004,JETSETFLEET MANAGEMENT SERVICES IFSC PRIVATE LIMITED,JETSETFLEET MANAGEMENT SERVICES IFSC PRIVATE LIMITED
VT-BNB,8015D0,Avocet Aviation,Avocet Aviation Pvt. Ltd.,non-scheduled,#10/2023,2028-11-01,Beechcraft Premier1A-390,PRM1,Hawker Beechcraft,Beechcraft Premier I,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-08-29,RB-256,2008,CORELLA AIR AVIATION PRIVATE LIMITED,
VT-BOB,801873,Shivan Aadithya Air Services,Shivan Aadithya Air Services Pvt. Ltd.,non-scheduled,#05/2022,2027-07-20,H160-B,H160,Airbus Helicopters,Airbus H160,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2026-05-31,,,,,
VT-BOM,80138D,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-10-04,5007,2012,"AWAS 5007 IRELAND LIMITED 70 SIR JOHN ROGERSON'S QUAY, DUBLIN 2, IRELAND",SAME AS OWNER
VT-BOS,,Aone Helicopters,Aone Helicopters Private Limited,non-scheduled,#07/2026,2031-04-15,Robinson R44 RAVEN II,R44,Robinson,Robinson R44,RW,3,3,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-12-29,14913,2025,M/S AONE HELICOPTERS PVT LTD,M/S AONE HELICOPTERS PVT LTD
VT-BRK,8004FA,GMR Aviation,GMR Aviation Pvt. Ltd.,non-scheduled,#06/2007,2028-08-06,FALCON 2000EX,F2TH,Dassault,Dassault Falcon 2000,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2010-06-30,2017-12-26,169,2008,M/S GMR AVIATION PVT LTD,-
VT-BSG,,Himalayan Heli Services,Himalayan Heli Services Ltd.,non-scheduled,#01/2002,2029-01-17,AS 350 B3 ECUREUIL,AS50,Airbus Helicopters,Airbus H125 (AS350),RW,6,6/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2013-12-05,2013-10-04,7673,2013,HIMALAYAN HELI SERVICES PVT LTD,-
VT-BSL,800522,Redbird Airways,Redbird Airways Pvt. Ltd.,non-scheduled,#01/2020,2030-08-12,CESSNA CITATION 560XL,C56X,Cessna,Cessna Citation XLS,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2010-06-30,2010-06-07,,,,
VT-BST,,Shivan Aadithya Air Services,Shivan Aadithya Air Services Pvt. Ltd.,non-scheduled,#05/2022,2027-07-20,A109S,A109,Leonardo,Leonardo AW109,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-02-19,22142,2009,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-BVV,800C52,Air Charters Services,Air Charters Services Pvt. Ltd.,non-scheduled,#15/2008,2029-05-14,FALCON2000LX,F2TH,Dassault,Dassault Falcon 2000,FW,10,10,passenger,ns-oper.pdf,2026-08-31,2017-09-26,2017-09-08,193,2009,M/s IVY AVIATIONS LIMITED,-
VT-BWA,801686,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-08-21,42961,2024,HANS CAPITAL LLC,SAME AS OWNER
VT-BWB,801685,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-06-11,43832,2024,JACKSON SQUARE AVIATION IRELAND LIMITED,SAME AS OWNER
VT-BWC,801699,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-07-19,61144,2024,INISHOO LEASING LIMITED,SAME AS OWNER
VT-BWD,801689,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2025-01-03,61143,2024,SMBC AVIATION CAPITAL LIMITED,SMBC AVIATION CAPITAL LIMITED
VT-BWE,801697,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-07-16,43835,2024,JACKSON SQUARE AVIATION IRELAND LIMITED,SAME AS OWNER
VT-BWF,8016AF,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-08-06,61156,2024,JACKSON SQUARE AVIATION IRELAND LIMITED,SAME AS OWNER
VT-BWG,8016AE,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2024-09-11,61142,2024,JACKSON SQUARE AVIATION IRELAND LIMITED,SAME AS OWNER
VT-BWH,8016AD,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-09-10,43837,2024,JACKSON SQUARE AVIATION IRELAND LIMITED,SAME AS OWNER
VT-BWI,8016C7,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2025-02-19,61652,2025,ACG AIRCRAFT LEASING IRELAND LIMITED,ACG AIRCRAFT LEASING IRELAND LIMITED
VT-BWJ,8016CA,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-02-24,61147,2025,ACG AIRCRAFT LEASING IRELAND LIMITED,ACG AIRCRAFT LEASING IRELAND LIMITED
VT-BWK,8016CC,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2025-01-23,63289,2025,ACG AIRCRAFT LEASING IRELAND LIMITED,ACG AIRCRAFT LEASING IRELAND LIMITED
VT-BWL,8016C9,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-03-07,63278,2025,ACG AIRCRAFT LEASING IRELAND LIMITED,ACG AIRCRAFT LEASING IRELAND LIMITED
VT-BWM,8016C8,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2025-02-21,61448,2025,ACG AIRCRAFT LEASING IRELAND LIMITED,ACG AIRCRAFT LEASING IRELAND LIMITED
VT-BWN,8016CB,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2025-03-25,61449,2025,ACG AIRCRAFT LEASING IRELAND LIMITED,ACG AIRCRAFT LEASING IRELAND LIMITED
VT-BWO,801784,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-04-16,63281,2025,SFVI AIRCRAFT HOLDINGS IRE 8 DESIGNATED ACTIVITY COMPANY,SFVI AIRCRAFT HOLDINGS IRE 8 DESIGNATED ACTIVITY COMPANY
VT-BWP,80177B,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-04-17,63290,2025,SFVI AIRCRAFT HOLDINGS IRE 8 DESIGNATED ACTIVITY COMPANY,SFVI AIRCRAFT HOLDINGS IRE 8 DESIGNATED ACTIVITY COMPANY
VT-BWQ,8017A2,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-05-28,43836,2025,DUNE AVIATION 16 LIMITED,DUNE AVIATION 16 LIMITED
VT-BWR,801698,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-08-06,43834,2024,JACKSON SQUARE AVIATION IRELAND LIMITED,SAME AS OWNER
VT-BWS,80179A,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-06-05,63276,2025,MAPLE AIRCRAFT COMPANY LEASING IRELAND (2) LIMITED,MAPLE AIRCRAFT COMPANY LEASING IRELAND (2) LIMITED
VT-BWT,80177C,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-04-16,63287,2025,SFVI AIRCRAFT HOLDINGS IRE 8 DESIGNATED ACTIVITY COMPANY,SFVI AIRCRAFT HOLDINGS IRE 8 DESIGNATED ACTIVITY COMPANY
VT-BWU,8016C6,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-08-20,43833,2024,JACKSON SQUARE AVIATION IRELAND LIMITED,SAME AS OWNER
VT-BWV,8017A1,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2026-05-31,2025-07-15,61712,2025,DUNE AVIATION 16 LIMITED,DUNE AVIATION 16 LIMITED
VT-BWW,801783,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2025-06-30,2025-04-11,63277,2025,SMBC AVIATION CAPITAL LIMITED,SMBC AVIATION CAPITAL LIMITED
VT-BWX,801799,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2026-05-31,2025-06-02,63284,2025,MAPLE AIRCRAFT COMPANY LEASING IRELAND (2) LIMITED,MAPLE AIRCRAFT COMPANY LEASING IRELAND (2) LIMITED
VT-BXA,8015F0,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-09-22,61639,2023,SFV AIRCRAFT HOLDING IRE 14 DESIGNATED ACTIVITY COMPANY,SFV AIRCRAFT HOLDING IRE 14 DESIGNATED ACTIVITY COMPANY
VT-BXB,8015EF,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-11-30,61647,2023,GARA ISSUER DESIGNATED ACTIVITY COMPANY,GARA ISSUER DESIGNATED ACTIVITY COMPANY
VT-BXC,8015EE,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-12-28,61636,2023,GARA ISSUER DESIGNATED ACTIVITY COMPANY,GARA ISSUER DESIGNATED ACTIVITY COMPANY
VT-BXD,801607,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-8,B38M,Boeing,Boeing 737-8,FW,176,176,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-09-27,61658,2023,SFV AIRCRAFT HOLDINGS IRE 14 DESIGNATED ACTIVITY COMPANY,SFV AIRCRAFT HOLDINGS IRE 14 DESIGNATED ACTIVITY COMPANY
