reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-RTT,801625,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTU,801640,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTV,80164F,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTX,80165A,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-RTY,80167E,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A320-251N,A20N,Airbus,Airbus A320neo,FW,162,162,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-SCB,8001AB,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2006-01-20,2011-02-24,,,CIT AEROSPACE INTERNATIONAL,CIT AEROSPACE INTERNATIONAL
VT-SCC,8001AC,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2006-01-20,2011-02-24,,,CIT AEROSPACE INTERNATIONAL,CIT AEROSPACE INTERNATIONAL
VT-SCF,800373,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2007-05-10,2011-02-24,,,BAYERN,BAYERN
VT-SCG,800400,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2008-01-31,2011-02-24,,,,
VT-SCH,800401,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2008-01-31,2011-02-24,,,BAYERN AIRCRAFT LIMITED,BAYERN AIRCRAFT LIMITED
VT-SCJ,800412,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2008-01-31,2011-02-24,,,BAYERN AIRCRAFT LIMITED,BAYERN AIRCRAFT LIMITED
VT-SCL,80047B,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2009-01-20,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-SCM,8004A7,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2009-01-20,2011-02-24,,,INDIAN ORANGE LIMITED,INDIAN ORANGE LIMITED
VT-SCN,8004BD,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2009-01-20,2011-02-24,,,,
VT-SCP,8004FE,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2011-12-12,,,,
VT-SCQ,800520,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2011-12-12,,,,
VT-SCR,800521,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2011-12-12,,,,
VT-SCS,80052C,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2011-12-12,,,,
VT-SCV,80053F,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A319-112,A319,Airbus,Airbus A319,FW,122,122,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2009-12-02,,,,
VT-SFB,800CF5,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700F/800F,B737,Boeing,Boeing 737-700,FW,,Cargo,cargo,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SFD,800D48,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700F/800F,B737,Boeing,Boeing 737-700,FW,,Cargo,cargo,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SFE,800DAE,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700F/800F,B737,Boeing,Boeing 737-700,FW,,Cargo,cargo,sch-oper.pdf,2024-06-10,2019-09-30,,,,,
VT-SGG,8005D5,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2010-06-30,2010-06-18,,,"NBB WILLET Co., LTD",STEDDEL LIMITED
VT-SGJ,800614,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2011-07-15,2010-11-24,,,M/s MCAP EUROPE LIMITED,M/s MCAP EUROPE LIMITED
VT-SGV,80067F,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2012-03-01,2012-09-28,,,M/S NBB 37362 LEASE PARTNERSHIP,M/S NBB 37362 LEASE PARTNERSHIP
VT-SLA,800B80,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2024-06-10,2016-02-10,,,,,
VT-SLB,800B81,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2024-06-10,2016-02-10,,,,,
VT-SLC,800B82,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-900,B737,Boeing,Boeing 737,FW,212,212,passenger,sch-oper.pdf,2024-06-10,2016-02-10,,,,,
VT-SLD,800B83,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-900,B737,Boeing,Boeing 737,FW,212,212,passenger,sch-oper.pdf,2024-06-10,2016-02-10,,,,,
VT-SLF,800BC7,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-SLG,800BC8,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-SLJ,800BCC,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-SLM,800BCE,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-SLP,800CBD,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-SQA,800D03,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-SQB,800D08,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SQC,800D17,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SQD,800D18,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SQE,800D42,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2019-07-15,2019-01-09,4591,2018,"Industrial International Aircraft Leasing 2 Limited Dublin 1, Irelan",Same As Owner
VT-SQI,800D56,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SUB,800655,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2011-09-30,2011-08-25,,,M/s MAPLE LEAF FINANCING LIMITED,M/s MAPLE LEAF FINANCING LIMITED
VT-SUD,800657,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2011-09-30,2011-09-02,,,M/s MAPLE LEAF FINANCING LIMITED,M/s MAPLE LEAF FINANCING LIMITED
VT-SUE,800670,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2011-11-16,,,,,
VT-SUG,800672,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2011-11-16,2011-10-31,,,M/s MAPLE LEAF FINANCING LIMITED,M/s MAPLE LEAF FINANCING LIMITED
VT-SUH,800673,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,,,,,
VT-SUI,8006E8,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,,,,,
VT-SUJ,8006E9,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,2012-12-18,,,M/S MAPLE LEAF FINANCING LIMITED,
VT-SUK,8006EA,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,2012-12-18,,,M/S MAPLE LEAF FINANCING LIMITED,
VT-SUL,8006EB,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,,,,,
VT-SUM,8006EC,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,,,,,
VT-SUO,8006ED,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,,,,,
VT-SUP,800712,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2013-05-02,2013-12-13,,,,
VT-SUQ,800BB1,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-SUR,8001E0,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-SUS,8000C1,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2017-03-07,,,,,
VT-SUV,800C25,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-SUY,800C67,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,Q400,DH8D,De Havilland Canada,Dash 8 Q400,FW,78,78,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-SXA,800DA3,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SXB,800DA4,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SXC,800DA5,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SXE,800DA9,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SYI,800D79,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SYJ,800D7A,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SYT,800D90,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SYU,800D91,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-700,B737,Boeing,Boeing 737-700,FW,149,149,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-SYZ,800DA2,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-800,B738,Boeing,Boeing 737-800,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2019-09-30,,,,,
VT-SZL,800AF7,SpiceJet,Spice Jet Ltd.,scheduled,S-16,2028-05-16,B737-900,B737,Boeing,Boeing 737,FW,212,212,passenger,sch-oper.pdf,2024-06-10,2016-02-10,,,,,
VT-TGG,800DB4,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-09-30,,,,,
VT-TGH,800DB5,Air India Express,Air India Express Ltd.,scheduled,S-14,2028-04-21,B737-800,B738,Boeing,Boeing 737-800,FW,186,186,passenger,sch-oper.pdf,2024-06-10,2019-09-30,,,,,
VT-TNB,800C0B,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2017-07-20,,,,,
VT-TNC,800C0C,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-TNE,800C3C,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2017-09-26,,,,,
VT-TNF,800C64,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-TNH,800C8E,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-TNI,800C8F,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-TNJ,800CB9,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2018-05-01,,,,,
VT-TNK,800CBA,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-TNL,800DAF,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNM,800DB0,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNN,800DA0,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
VT-TNP,801396,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNQ,80139B,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNR,80139E,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNS,8013B1,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNU,8013A3,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNV,8013A4,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNW,8013B2,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNX,8013EA,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNY,8013CC,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TNZ,8013FE,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQA,801408,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQB,801409,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQC,80141E,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQD,80141D,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQE,801439,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQF,801424,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQG,801495,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQH,80145A,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQI,8014DA,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQJ,8014DB,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQK,8014D0,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQL,8014C4,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQM,8014ED,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQN,801534,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQO,801553,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TQP,80159C,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TQQ,80159D,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TQR,801602,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TQS,801603,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TQT,80162E,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TQU,80162F,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TQV,,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TQW,801672,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TQX,80167B,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TSD,8013C2,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TSE,8013C3,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TSH,801406,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TSN,80166C,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TSO,8015CD,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-TSP,80158C,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
